ID,Kasutusotstarve,Kasutusotstarve_ID,Maakond,KOV,KOV_voi_LinnaOsa,Esmane_Kasutuselevotu_Aasta,Ajastu,Aeg,Hooneosade_Arv,Hooneosade_Arv_Normaliseeritud,Ruumide_Arv,Rummide_arv_vannitoata,Maksimaalne_Korruste_Arv,Liftid,Trepikodade_Arv,MaaAluste_Korruste_Arv,Korgus,Korgus_Umardatud,Laius,Pikkus,EhitusAlune_Pindala,Suletud_Netopindala,Building_Common_Area,Heated_Area,Välisseina_liik,Valisnurkade Arva,Sisenurkade Arv,Mitu otsaseina soojustatud?,Kande- ja jäigastavate konstruktsioonide materjal,Välisseina liik,Välisseina välisviimistluse materjal,Katusekatte materjal,Soojusvarustuse liik,Lamekatus_0/1,kahepoolne_kaldkatus_0/1,ühepoole_kaldkatus_0/1,Lodzad_0/1,Rõdud_0/1,Otstes aknad_0/1,Energy_Certificate_Class,Asein_märgis,Aaken_märgis,Aken/sein,Heated/6.25,A märgis/A arv(köetavast pinnast),Akende pindala vastavalt tubade arvule,A märgis/A arv(ktubade arv),kütte kommentaar
90,Muu kolme või enama korteriga elamu,11222,Viljandi maakond, Viljandi vald, Viiratsi alevik,1984,1981-1990,>1980,24,20,109,85,3,0,4,1,10.8,11,0,0,759,2264.8,748.6,1732,suurplokk,18,14,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,0,0,C,1477,345.5,0.190,298.62,0.864314587,212.5,0.615050651,pole
233,Muu kolme või enama korteriga elamu,11222,Viljandi maakond, Viljandi linn, Viljandi linn,1971,1971-1980,1950-1980,55,60,233,178,5,0,4,1,16.8,17,0,0,708,3190.8,585.6,2718,suurplokk,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,0,C,1736.4,521.4,0.231,468.62,0.898773858,445,0.853471423,pole
63,Muu kolme või enama korteriga elamu,11222,Viljandi maakond, Viljandi linn, Viljandi linn,1985,1981-1990,>1980,60,60,269,209,5,0,4,1,16.2,16,13.7,74.7,979,4193.1,833.8,3547,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms). tsementkiudplaat,fassaadiplaat (seal hulgas tsementkiudplaat),bituumen või  PVC  plaat või rullmaterjal,kaugküte. lokaalküte,1,0,0,1,0,0,C,1815,593.6,0.246,611.55,1.030242123,522.5,0.880222372,pole
41,Muu kolme või enama korteriga elamu,11222,Võru maakond, Võru vald, Sõmerpalu alevik,1989,1981-1990,>1980,24,20,110,86,3,0,4,1,11.5,11.5,12.5,80,828,2381.6,88.8,1908.4,suurplokk,15,12,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,eterniit,kaugküte,0,1,0,1,0,0,C,1221.6,306.8,0.201,329.03,1.072472238,215,0.700782269,pole
94,Muu kolme või enama korteriga elamu,11222,Harju maakond, Kose vald, Kose-Uuemõisa alevik,1984,1981-1990,>1980,24,20,116,92,3,0,4,1,10.8,11,0,0,769,2147.1,627,1845.7,suurplokk,6,2,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,0,D,1366.7,513.1,0.273,318.22,0.62019906,230,0.448255701,pole
202,Muu kolme või enama korteriga elamu,11222,Harju maakond, Raasiku vald, Aruküla alevik,1980,1971-1980,1950-1980,24,20,116,92,3,0,4,1,12.1,12,10.9,71.8,833.7,2333.2,794.4,1762.1,suurplokk,12,8,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,plekk,kaugküte,0,1,0,1,0,0,D,1458.48,350.72,0.194,303.81,0.866247562,230,0.655793796,pole
196,Muu kolme või enama korteriga elamu,11222,Harju maakond, Rae vald, Vaida alevik,1988,1981-1990,>1980,24,20,116,92,3,0,4,1,9.4,9.5,0,0,790,2188.1,650,1863.1,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,lokaalküte,1,0,0,1,0,0,D,1044,267,0.204,321.22,1.203086659,230,0.861423221,pole
189,Muu kolme või enama korteriga elamu,11222,Saare maakond, Saaremaa vald, Kuressaare linn,1986,1981-1990,>1980,30,30,136,106,3,0,5,1,12.8,13,0,0,900,2585,721,1938,suurplokk,27,22,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,plaatmaterjal (seal hulgas tsementkiudplaat),kaugküte,0,1,0,0,0,0,D,1179.6,357.3,0.232,334.14,0.93517473,265,0.741673664,pole
359,Muu kolme või enama korteriga elamu,11222,Põlva maakond, Põlva vald, Põlva linn,1977,1971-1980,1950-1980,30,30,147,117,3,0,5,1,10.5,10.5,10,81.2,935,2487,730.1,1887.3,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,0,0,C,1261.8,353.9,0.219,325.40,0.919459033,292.5,0.826504662,pole
117,Muu kolme või enama korteriga elamu,11222,Võru maakond, Võru linn, Võru linn,1968,1961-1970,1950-1980,70,70,295,225,5,0,5,0,11.9,12,11.9,81.1,985.7,4046.2,88.2,3555,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,mitmekihiline raudbetoonpaneel,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,0,C,1747,689,0.283,612.93,0.889595115,562.5,0.816400581,pole
238,Muu kolme või enama korteriga elamu,11222,Harju maakond, Kose vald, Kose-Uuemõisa alevik,1979,1971-1980,1950-1980,30,30,148,118,3,0,5,1,10.4,10.5,0,0,1219,2772.7,785.2,2191.5,suurplokk,6,2,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,plekk,kaugküte,0,1,0,1,0,0,D,1670.9,403.6,0.195,377.84,0.936186391,295,0.730921705,pole
312,Muu kolme või enama korteriga elamu,11222,Valga maakond, Tõrva vald, Linna küla,1980,1971-1980,1950-1980,34,30,75,41,4,0,5,1,12.8,13,14,60.3,780,2470.5,752.9,1902.2,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon. monteeritav raudbetoon,mitmekihiline raudbetoonpaneel. väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,eterniit,lokaalküte,0,1,0,0,0,0,E,1062.3,263.6,0.199,327.97,1.244178745,102.5,0.388846737,pole
191,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1970,1961-1970,1950-1980,85,90,271,186,5,0,6,1,16.5,16.5,0,0,1059,5099.4,326.9,4279,suurplokk,4,0,2,monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),muu,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,0,C,1314.2,885.2,0.402,737.76,0.833437213,465,0.525305016,pole
65,Muu kolme või enama korteriga elamu,11222,Saare maakond, Saaremaa vald, Kuressaare linn,1988,1981-1990,>1980,48,50,234,186,4,0,6,1,13,13,0,0,1126,4269.4,1097.7,3417.6,suurplokk,5,1,0,tellis,mitmekihiline raudbetoonpaneel,krohv,eterniit,kaugküte,0,1,0,1,0,0,C,2398.9,379,0.136,589.24,1.554726594,465,1.226912929,pole
20,Muu kolme või enama korteriga elamu,11222,Põlva maakond, Põlva vald, Põlva linn,1970,1961-1970,1950-1980,90,90,360,270,5,0,6,1,16.1,16,0,0,1141,5206,949.3,4314.8,suurplokk,14,10,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,0,C,3638,768.7,0.174,743.93,0.967778112,675,0.878105893,pole
304,Muu kolme või enama korteriga elamu,11222,Viljandi maakond, Viljandi linn, Viljandi linn,1969,1961-1970,1950-1980,85,90,354,269,5,0,6,1,16.9,17,0,0,1075,4774.5,660.7,4010,suurplokk,4,0,2,monteeritav raudbetoon. väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),fassaadiplaat (seal hulgas tsementkiudplaat). krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,0,B,2361.2,842.2,0.263,691.38,0.820920577,672.5,0.798503918,pole
363,Muu kolme või enama korteriga elamu,11222,Viljandi maakond, Viljandi linn, Viljandi linn,1970,1961-1970,1950-1980,85,90,354,269,5,0,6,1,16.8,17,0,0,1062,4800.2,876.3,4345,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,0,1,0,0,1,0,D,2165,800,0.270,749.14,0.936422414,672.5,0.840625,pole
284,Muu kolme või enama korteriga elamu,11222,Viljandi maakond, Viljandi linn, Viljandi linn,1975,1971-1980,1950-1980,85,90,355,270,5,0,6,1,15.4,15.5,12.7,98.2,1077,4763.1,641.8,4223.5,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms). muu,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,0,C,2200,722,0.247,728.19,1.00857293,675,0.934903047,pole
152,Muu kolme või enama korteriga elamu,11222,Jõgeva maakond, Jõgeva vald, Jõgeva linn,1981,1981-1990,>1980,36,40,180,144,3,0,6,1,10.8,11,16.9,110.5,1122,3399.1,998.7,2760,suurplokk,17,13,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),muu. krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,0,B,1853.3,456.5,0.198,475.86,1.042414171,360,0.788608981,pole
311,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1973,1971-1980,1950-1980,95,100,408,313,5,0,7,1,16.5,16.5,31.3,114.2,1355,5848.4,1310.5,4993,suurplokk,16,12,0,tellis. väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon. monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms). tellis,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,0,C,1459.8,822,0.360,860.86,1.047277456,782.5,0.951946472,pole
272,Muu kolme või enama korteriga elamu,12339,Saare maakond, Saaremaa vald, Kuressaare linn,1972,1971-1980,1950-1980,85,90,354,269,5,0,7,1,17,17,11.2,97.1,1156,4806.8,742.7,4111,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,plekk,kaugküte,0,1,0,0,1,0,C,1971,735.4,0.272,708.79,0.963819831,672.5,0.914468317,pole
140,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1971,1971-1980,1950-1980,115,120,475,360,5,0,8,1,17.8,18,11.7,129.4,1550,6678.2,1489.4,5462,suurplokk,4,0,0,monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,1,C,2613,1183,0.312,941.72,0.796047454,900,0.760777684,pole
151,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1972,1971-1980,1950-1980,115,120,474,359,5,0,8,1,16.5,16.5,11.7,129.6,1441,6703.9,418.1,5615,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),muu,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,0,C,2264.8,1236.7,0.353,968.10,0.782811877,897.5,0.725721679,pole
186,Muu kolme või enama korteriga elamu,11222,Rapla maakond, Rapla vald, Alu alevik,1977,1971-1980,1950-1980,60,60,288,228,2,0,15,1,8.7,8.5,87.8,110.7,2642,6043.3,2166.1,4092.4,suurplokk,23,19,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),fassaadiplaat (seal hulgas tsementkiudplaat). muu,plaatmaterjal (seal hulgas tsementkiudplaat). muu,lokaalküte. kohtküte,0,1,0,0,0,1,D,3769.6,569.6,0.131,705.59,1.23873983,570,1.000702247,pole
100,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Nõmme linnaosa,1978,1971-1980,1950-1980,19,20,136,117,4,0,4,1,17.2,17,18,20,765.2,2638.7,614,2131,tellis,9,5,0,tellis,tellis,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,1,E,1159,409.8,0.261,340.96,0.832015617,265.59,0.648096633,pole
246,Ühiselamu üliõpilastele või õpilastele,12744,Harju maakond, Tallinn, Nõmme linnaosa,1984,1981-1990,>1980,64,60,217,153,5,0,2,1,17,17,24,56.9,867,3457.4,909.1,3348,tellis,13,9,0,tellis,pole,keraamiline tellis,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,0,0,E,1215.4,383.7645,0.240,535.68,1.395856052,347.31,0.90500815,pole
99,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Nõmme linnaosa,1970,1961-1970,1950-1980,12,10,51,39,3,0,1,1,10.8,11,0,0,224,691.4,193.5,552.8,tellis,4,0,0,tellis,tellis,fassaadiplaat (seal hulgas tsementkiudplaat),plekk,kaugküte,0,1,0,0,0,1,D,422.2,129.4,0.235,88.45,0.683523957,88.53,0.684157651,pole
276,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Mustamäe linnaosa,1972,1971-1980,1950-1980,162,160,756,594,9,5,5,0,32.4,32.5,0,0,1534,12298.4,1747.5,9557.3,tellis,4,0,0,tellis,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),keraamiline tellis,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,1,C,5147,2384.6,0.317,1529.17,0.641268137,1348.38,0.565453326,pole
379,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Põhja-Tallinna linnaosa,1959,1951-1960,1950-1980,24,20,95,71,4,0,2,1,16,16,0,0,430,1701.6,459.7,1282,tellis,4,0,0,tellis,tellis. väikeplokk,krohv,plekk,kaugküte,0,1,0,0,1,1,C,1130.6,238,0.174,205.12,0.861848739,161.17,0.677184874,pole
149,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Mustamäe linnaosa,1970,1961-1970,1950-1980,54,50,270,216,10,2,2,0,30.4,30.5,13.5,48.6,641.6,4974.7,797.3,4356.9,tellis,4,0,0,tellis,tellis,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte. lokaalküte,1,0,0,1,0,1,A,2933.8,465.4,0.137,697.10,1.497859905,490.32,1.053545337,pole
98,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Kesklinna linnaosa,1958,1951-1960,1950-1980,18,20,72,54,3,0,2,0,11.3,11.5,13.2,35,445,1031.1,90.4,1031.1,tellis,4,0,0,tellis,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms). tellis,krohv,plekk,lokaalküte,0,1,0,0,0,1,E,0,1,0.000,164.98,164.976,124.2,124.2,pole
297,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Põhja-Tallinna linnaosa,1938,1931-1940,<1950,12,10,57,45,3,0,1,1,12.3,12.5,0,0,278,836.5,237.5,641,tellis,4,0,0,tellis,tellis. väikeplokk,krohv,plekk,lokaalküte,0,1,0,0,0,1,D,624.3,121,0.162,102.56,0.847603306,102.15,0.844214876,pole
280,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Nõmme linnaosa,1989,1981-1990,>1980,33,30,135,102,7,2,2,0,23.9,24,24.6,36.2,533.6,2566,655.2,2520,tellis,8,4,0,tellis,tellis,krohv,plekk,lokaalküte,0,1,0,0,1,1,C,1199,566,0.321,403.20,0.712367491,231.54,0.409081272,pole
198,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Põhja-Tallinna linnaosa,1968,1961-1970,1950-1980,18,20,72,54,3,0,2,1,10.9,11,11.3,31,337,1022,293.8,812,tellis,4,0,0,tellis,tellis. väikeplokk,krohv,eterniit,lokaalküte,0,1,0,0,0,1,G,533,144,0.213,129.92,0.902222222,122.58,0.85125,pole
21,Muu kolme või enama korteriga elamu,12132,Harju maakond, Tallinn, Kesklinna linnaosa,1983,1981-1990,>1980,50,50,214,164,5,0,4,1,17.3,17.5,18.6,61.7,888,4109.6,820.3,3392.7,tellis,21,17,0,tellis. monteeritav raudbetoon,tellis,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte. muu,1,0,0,1,0,1,C,1901.8,573.5,0.232,542.83,0.946524847,372.28,0.649136879,pole
193,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Kristiine linnaosa,1963,1961-1970,1950-1980,32,30,131,99,4,0,2,1,13.8,14,0,0,444,1742.7,408.4,1435.2,tellis,4,0,0,tellis,tellis,keraamiline tellis,plekk,kaugküte,0,1,0,0,0,1,A,887.3,314.7,0.262,229.63,0.729685415,224.73,0.714108675,pole
339,Muu kolme või enama korteriga elamu,12749,Harju maakond, Tallinn, Kristiine linnaosa,1980,1971-1980,1950-1980,60,60,205,145,5,0,3,1,16.3,16.5,24,58,907,3544,1086.3,2952.2,tellis,8,4,0,tellis,muu,muu,bituumen või  PVC  plaat või rullmaterjal,kaugküte. lokaalküte,1,0,0,1,0,1,A,1165,504.8,0.302,472.35,0.935721078,329.15,0.652040412,pole
338,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Kesklinna linnaosa,1926,1921-1930,<1950,10,10,68,58,5,0,1,1,23.3,23.5,0,0,246,1079.2,263.9,833.3,tellis,4,0,0,tellis,tellis,keraamiline tellis,katusekivi,lokaalküte,0,1,0,0,0,1,E,536,197.6,0.269,133.33,0.674736842,131.66,0.666295547,pole
15,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Nõmme linnaosa,1985,1981-1990,>1980,56,60,260,204,7,1,4,0,24,24,24,73,1313,5128.1,0,4193.7,tellis,12,8,0,tellis. väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,tellis,krohv,bituumen või  PVC  plaat või rullmaterjal,lokaalküte,0,1,0,0,1,1,C,2206,664.4,0.231,670.99,1.009921734,463.08,0.696989765,Gaas kondensatsioonikatel
48,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Mustamäe linnaosa,1981,1981-1990,>1980,28,30,126,98,7,1,1,1,26,26,16,27.2,372,2100.8,498.4,1602.4,tellis,10,6,0,tellis,muu,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,0,D,1412,250.4,0.151,256.38,1.023897764,222.46,0.88841853,pole
344,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Kristiine linnaosa,1964,1961-1970,1950-1980,48,50,204,156,4,0,3,1,14,14,11,61.5,658,2448.6,440.5,2151,tellis,4,0,0,tellis,tellis,krohv,plekk,kaugküte,0,1,0,0,0,1,B,1091,420,0.278,344.16,0.819428571,354.12,0.843142857,pole
177,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Mustamäe linnaosa,1983,1981-1990,>1980,49,50,230,181,5,0,4,1,17.2,17,0,0,860,3848.5,984.2,3222,tellis,34,30,0,tellis,tellis. väikeplokk,keraamiline tellis,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,1,D,1943,472,0.195,515.52,1.09220339,410.87,0.870487288,pole
122,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Kristiine linnaosa,1964,1961-1970,1950-1980,32,30,136,104,4,0,2,1,14.8,15,0,0,445,1672,337.4,1432,tellis,4,0,0,tellis,tellis,krohv,plekk,kaugküte,0,1,0,0,0,1,C,867,280,0.244,229.12,0.818285714,236.08,0.843142857,pole
371,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Kristiine linnaosa,1970,1961-1970,1950-1980,60,60,252,192,5,0,3,1,17.8,18,0,0,711,3162.8,503.9,2858.1,tellis,4,0,0,tellis,tellis. väikeplokk,keraamiline tellis,eterniit,kaugküte,0,1,0,0,1,1,C,1340,837,0.384,457.30,0.546351254,435.84,0.520716846,pole
139,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Lasnamäe linnaosa,1900,...-1900,<1950,5,10,16,11,2,0,2,1,10.4,10.5,6.8,16.8,110,213.2,41.6,162,tellis,5,1,0,muu. tellis. väikeplokk,tellis. väikeplokk,krohv,plekk,kohtküte,1,0,0,0,0,0,F,227,32,0.124,25.92,0.81,24.97,0.7803125,pole
256,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Mustamäe linnaosa,1972,1971-1980,1950-1980,54,50,270,216,10,2,2,1,33.5,33.5,0,0,1011,4809.4,1202.5,4305.9,tellis,4,0,0,tellis,tellis,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,1,C,0,1,1.000,688.94,688.944,496.8,496.8,pole
357,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Põhja-Tallinna linnaosa,1961,1961-1970,1950-1980,32,30,121,89,4,0,2,0,15,15,11,36,393,1224,99.2,1213.4,tellis,4,0,0,tellis,tellis,muu,plekk,kaugküte,0,1,0,0,0,1,F,0,1,1.000,194.14,194.144,204.7,204.7,pole
155,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Kristiine linnaosa,1984,1981-1990,>1980,120,120,365,245,5,0,2,1,18.2,18,16,79.5,1458,6197.9,1898.7,5021,tellis,28,24,0,monteeritav raudbetoon,tellis,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte. kohtküte,0,1,0,1,0,1,D,2047.4,801.4,0.281,803.36,1.00244572,556.15,0.693973047,pole
145,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Kristiine linnaosa,1977,1971-1980,1950-1980,38,40,170,132,5,0,3,1,15.5,15.5,0,0,644,2697.6,655.7,2428,tellis,4,0,0,tellis,tellis. väikeplokk,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,0,C,1181,384,0.245,388.48,1.011666667,299.64,0.7803125,pole
25,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Kesklinna linnaosa,1959,1951-1960,1950-1980,32,30,120,88,4,0,3,1,16.6,16.5,0,0,398,1504.5,319.3,1205.6,tellis,4,0,0,monteeritav raudbetoon,tellis,krohv,plekk,kaugküte,0,1,0,0,0,1,C,727.1,268.8,0.270,192.90,0.717619048,199.76,0.743154762,pole
235,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Nõmme linnaosa,1980,1971-1980,1950-1980,25,30,133,108,5,0,2,1,17.4,17.5,0,0,506,2235.7,565.4,1911,tellis,12,8,0,tellis,tellis. väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv. muu,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,0,D,2398.9,379,0.136,305.76,0.806754617,245.16,0.646860158,pole
137,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Põhja-Tallinna linnaosa,1959,1951-1960,1950-1980,8,10,36,28,2,0,2,1,12.8,13,11.5,26,270,547.7,161.6,386.1,tellis,4,0,0,puit,pole,pole,pole,kohtküte,0,1,0,0,0,1,E,290.9,61,0.173,61.78,1.012721311,63.56,1.041967213,pole
107,Muu kolme või enama korteriga elamu,12322,Harju maakond, Tallinn, Kristiine linnaosa,1968,1961-1970,1950-1980,16,20,70,54,3,0,2,1,13.1,13,13.7,38.7,595.3,1517.5,233.4,1495.1,tellis,4,0,0,tellis. väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms). tellis,krohv. muu,plaatmaterjal (seal hulgas tsementkiudplaat),kaugküte,0,1,0,0,0,1,B,866.8,197.5,0.186,239.22,1.211220253,122.58,0.620658228,pole
102,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Nõmme linnaosa,1959,1951-1960,1950-1980,24,20,90,66,3,0,2,1,12.1,12,11.4,36.4,393,1185.8,337.2,922.1,tellis,5,1,0,tellis,muu,krohv,plekk,lokaalküte,0,1,0,0,0,1,E,607,229.3,0.274,147.54,0.643419102,149.82,0.653379852,pole
244,Muu kolme või enama korteriga elamu,12339,Harju maakond, Tallinn, Kesklinna linnaosa,1971,1971-1980,1950-1980,29,30,120,91,8,1,1,0,25.7,25.5,0,0,314,1853.5,295.7,1756.6,tellis,6,2,0,tellis,tellis,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte. lokaalküte,1,0,0,0,0,1,B,1451,296,0.169,281.06,0.949513514,206.57,0.697871622,pole
258,Muu kolme või enama korteriga elamu,11222,Harju maakond, Tallinn, Kristiine linnaosa,1972,1971-1980,1950-1980,8,10,39,31,4,0,1,1,14.6,14.5,12.4,18.6,257,729.6,186.6,595.7,tellis,6,2,0,tellis,tellis,muu. fassaadiplaat (seal hulgas tsementkiudplaat),bituumen või  PVC  plaat või rullmaterjal,kaugküte. lokaalküte,1,0,0,1,0,1,E,421.2,122.2,0.225,95.31,0.779967267,70.37,0.575859247,pole
119,Muu kolme või enama korteriga elamu,11222,Pärnu maakond, Pärnu linn, Pärnu linn,1989,1981-1990,>1980,31,30,137,106,4,0,3,1,14,14,0,0,612,2113.8,498,1826,tellis,4,0,0,tellis,tellis,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,0,C,1244,289,0.189,292.16,1.010934256,240.62,0.832595156,pole
178,Muu kolme või enama korteriga elamu,11222,Pärnu maakond, Pärnu linn, Pärnu linn,1970,1961-1970,1950-1980,85,90,354,269,5,0,6,1,17,17,0,0,1118,4933.1,688.8,4337,tellis,4,0,2,tellis,tellis,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,0,0,C,2218,906,0.290,693.92,0.765916115,610.63,0.673984547,pole
141,Muu kolme või enama korteriga elamu,11222,Pärnu maakond, Pärnu linn, Pärnu linn,1963,1961-1970,1950-1980,24,20,90,66,3,0,2,1,13.5,13.5,0,0,430,1092.4,210.3,877,tellis,4,0,0,tellis,tellis,krohv,plekk,kaugküte,0,1,0,0,0,1,D,584,205,0.260,140.32,0.684487805,149.82,0.730829268,pole
